what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1470531154686
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470531158814
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470531177619
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1470531179631
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470531183975
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470531185561
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470531186163
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470531191194
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1470531193594
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1470531193883
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1470531198125
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470531200092
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470531207017
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1470531207036
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1470531213483
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1470531214411
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470531215300
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470531215546
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1470531218490
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1470531220994
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470531222477
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470531284758
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1470531284772
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1470531291301
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1470531293136
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470531294306
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470531294491
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1470531296483
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1470531299387
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1470531302193
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1470531304449
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470531305584
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470531305879
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1470531308858
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470531312121
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470531314574
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1470531317837
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1470531346855
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470531353513
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470531372106
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470531378522
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470531384299
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470531386142
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470531416470
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470531417376
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470531443560
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1470531449978
opened,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1470531451605
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1470531451675
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1470531464130
opened,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1470531464423
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1470531464492
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1470531472974
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470531475358
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470531480897
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470531483129
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470531504928
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1470531538544
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1470531554366
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1470531554608
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1470531556945
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PropertiesFileEditor",1470531557327
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PropertiesFileEditor",1470531557376
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1470531585137
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1470531585453
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1470531588296
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1470531595456
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1470531596722
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PropertiesFileEditor",1470531597007
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1470531603640
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PropertiesFileEditor",1470531603831
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1470531604345
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1470531604790
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1470531606732
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1470531606918
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1470531614389
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470531615965
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470531616979
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1470531616986
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PropertiesFileEditor",1470531617104
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1470531617774
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1470531632640
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1470531636049
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1470531649076
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470531653430
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20110506,"org.eclipse.ui.externaltools",1470531669447
started,bundle,org.eclipse.core.externaltools,1.0.100.v20110506,"org.eclipse.core.externaltools",1470531669584
started,bundle,org.eclipse.pde,3.6.100.v201109091335,"org.eclipse.pde",1470531725957
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110518-0800,"org.eclipse.jdt.junit.core",1470531726238
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20110502-1955,"org.eclipse.equinox.simpleconfigurator.manipulator",1470531726252
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20110502-1955,"org.eclipse.equinox.frameworkadmin",1470531726262
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470531951898
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1470531951941
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470531954869
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470531977015
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1470531977042
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470531982596
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1470532012524
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1470532012537
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1470532019820
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1470532020866
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1470532030891
